user_id,education,experience,user_location,user_skill,skills_required,job_title,relevance_score,selected,salary
335,Bachelor,1,Cairo,Machine Learning;C++;PyTorch;JavaScript,Python;Machine Learning;Deep Learning,AI Engineer,0.33,0,79280
336,Master,1,Port Said,Java;JavaScript;CSS;SQL;NLP;PyTorch,Python;Java;CSS,Software Developer,0.67,0,72639
337,Bachelor,10,Luxor,Python;Machine Learning;SQL,Machine Learning;Deep Learning;TensorFlow,Machine Learning Engineer,0.33,0,113184
338,Bachelor,6,Alexandria,HTML;C++;Java;TensorFlow;CSS,Deep Learning;Python;SQL,Data Scientist,0.0,0,91856
339,Bachelor,8,Alexandria,JavaScript;Machine Learning;Python;Deep Learning,Machine Learning;Python;TensorFlow,Machine Learning Engineer,0.67,1,103028
340,PhD,1,Luxor,HTML;JavaScript;CSS;Deep Learning;Java,JavaScript;C++;Python,Software Developer,0.33,0,78516
341,Bachelor,5,Giza,Java;Deep Learning;SQL;JavaScript;TensorFlow;C++,HTML;C++;CSS,Software Developer,0.33,0,77443
342,PhD,0,Cairo,HTML;SQL;JavaScript;TensorFlow;Python,CSS;Java;Python,Software Developer,0.33,0,71224
343,Bachelor,9,Cairo,CSS;PyTorch;HTML;JavaScript;Python,Python;C++;HTML,Software Developer,0.67,1,98946
344,Bachelor,3,Alexandria,TensorFlow;Java;SQL,PyTorch;NLP;Python,AI Engineer,0.0,0,88983
345,Bachelor,13,Cairo,Python;HTML;Deep Learning;PyTorch,Python;NLP;Deep Learning,Data Scientist,0.67,1,121187
346,Master,2,Luxor,Machine Learning;NLP;TensorFlow;HTML,TensorFlow;Deep Learning;Python,Machine Learning Engineer,0.33,0,88360
347,Bachelor,3,Luxor,TensorFlow;JavaScript;Java,Python;Machine Learning;Deep Learning,Data Scientist,0.0,0,79785
348,Bachelor,9,Luxor,Machine Learning;HTML;NLP,Python;TensorFlow;PyTorch,Machine Learning Engineer,0.0,0,108340
349,Bachelor,4,Giza,TensorFlow;C++;Machine Learning;Deep Learning;Python,Python;PyTorch;TensorFlow,AI Engineer,0.67,1,92337
350,Bachelor,12,Luxor,Machine Learning;SQL;Deep Learning,NLP;TensorFlow;Deep Learning,AI Engineer,0.33,0,129991
351,Bachelor,7,Luxor,SQL;Java;C++;Python;HTML,Machine Learning;Python;SQL,Data Scientist,0.67,1,99389
352,Bachelor,15,Port Said,C++;TensorFlow;SQL;Java;Machine Learning,SQL;Machine Learning;NLP,Data Scientist,0.67,1,130491
353,Bachelor,9,Luxor,JavaScript;PyTorch;Deep Learning;TensorFlow,Machine Learning;Python;PyTorch,Machine Learning Engineer,0.33,0,110957
354,Bachelor,7,Giza,Deep Learning;C++;PyTorch;HTML;CSS,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.67,1,100935
355,Bachelor,5,Luxor,Machine Learning;C++;CSS,Machine Learning;Python;TensorFlow,AI Engineer,0.33,0,96582
356,Master,0,Luxor,JavaScript;SQL;Python;CSS;Machine Learning;HTML,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.33,0,70613
357,Bachelor,9,Alexandria,CSS;PyTorch;Java;NLP;Deep Learning;Machine Learning,SQL;NLP;Machine Learning,Data Scientist,0.67,1,103771
358,Bachelor,5,Alexandria,PyTorch;HTML;Deep Learning;Python,NLP;Deep Learning;Python,AI Engineer,0.67,1,90909
359,Bachelor,7,Cairo,CSS;Deep Learning;NLP;HTML,Python;PyTorch;Deep Learning,Machine Learning Engineer,0.33,0,99794
360,Bachelor,8,Port Said,NLP;TensorFlow;PyTorch;Deep Learning,NLP;Machine Learning;SQL,Data Scientist,0.33,0,98087
361,PhD,7,Luxor,Deep Learning;PyTorch;HTML;JavaScript;Python;Machine Learning,NLP;Deep Learning;TensorFlow,AI Engineer,0.33,0,123310
362,Bachelor,8,Alexandria,C++;PyTorch;Deep Learning;Java,NLP;Machine Learning;Python,AI Engineer,0.0,0,109716
363,Bachelor,15,Giza,JavaScript;C++;NLP;Python,Python;Deep Learning;TensorFlow,AI Engineer,0.33,0,145727
364,Bachelor,1,Luxor,Python;C++;Machine Learning;TensorFlow,PyTorch;Python;Deep Learning,Machine Learning Engineer,0.33,0,68213
365,Master,9,Cairo,HTML;JavaScript;PyTorch;TensorFlow,Deep Learning;NLP;PyTorch,AI Engineer,0.33,0,121896
366,Master,5,Luxor,C++;TensorFlow;Deep Learning;HTML;Java,NLP;PyTorch;Deep Learning,AI Engineer,0.33,0,104396
367,Bachelor,6,Luxor,C++;JavaScript;Java;PyTorch;HTML;Machine Learning,NLP;Python;Deep Learning,Data Scientist,0.0,0,86211
368,Bachelor,4,Luxor,TensorFlow;PyTorch;NLP,Deep Learning;Python;PyTorch,Machine Learning Engineer,0.33,0,81918
369,Bachelor,7,Giza,Deep Learning;JavaScript;TensorFlow;Java;NLP;CSS,CSS;C++;Java,Software Developer,0.67,1,87292
370,Bachelor,13,Port Said,Python;PyTorch;JavaScript;CSS,NLP;Python;SQL,Data Scientist,0.33,0,126065
371,Master,10,Giza,Java;C++;NLP;Machine Learning;CSS,PyTorch;Deep Learning;TensorFlow,Machine Learning Engineer,0.0,0,121136
372,Bachelor,12,Alexandria,CSS;PyTorch;HTML;C++;Deep Learning;Machine Learning,Deep Learning;PyTorch;TensorFlow,Machine Learning Engineer,0.67,1,121326
373,Bachelor,12,Alexandria,PyTorch;SQL;HTML,Python;Deep Learning;NLP,AI Engineer,0.0,0,128904
374,Master,1,Alexandria,TensorFlow;Python;Java;C++;HTML;Machine Learning,Python;PyTorch;Machine Learning,Machine Learning Engineer,0.67,0,77335
375,Bachelor,2,Luxor,PyTorch;NLP;TensorFlow,Python;JavaScript;Java,Software Developer,0.0,0,67679
376,PhD,5,Giza,Python;SQL;CSS;Machine Learning;TensorFlow;PyTorch,TensorFlow;Deep Learning;Python,AI Engineer,0.67,1,111145
377,Bachelor,0,Alexandria,Machine Learning;NLP;Deep Learning,TensorFlow;Machine Learning;Deep Learning,Machine Learning Engineer,0.67,0,65543
378,Bachelor,2,Cairo,PyTorch;CSS;JavaScript;Deep Learning;TensorFlow,C++;JavaScript;Python,Software Developer,0.33,0,60365
379,Bachelor,12,Luxor,Machine Learning;C++;NLP,NLP;Python;Machine Learning,Data Scientist,0.67,1,122890
380,Bachelor,3,Luxor,CSS;JavaScript;Machine Learning;HTML;NLP,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.33,0,78381
381,Master,0,Giza,Machine Learning;Java;NLP,PyTorch;Deep Learning;Machine Learning,AI Engineer,0.33,0,83204
382,Bachelor,11,Luxor,PyTorch;Machine Learning;SQL,Java;CSS;HTML,Software Developer,0.0,0,113432
383,Bachelor,5,Giza,Deep Learning;SQL;JavaScript;Machine Learning;C++,NLP;Deep Learning;TensorFlow,AI Engineer,0.33,0,98116
384,Master,8,Alexandria,SQL;PyTorch;JavaScript;Deep Learning,Python;PyTorch;TensorFlow,AI Engineer,0.33,0,124135
385,Master,15,Luxor,CSS;Python;HTML,JavaScript;HTML;CSS,Software Developer,0.67,1,143019
386,Master,8,Giza,CSS;Machine Learning;NLP;SQL,Python;TensorFlow;NLP,AI Engineer,0.33,0,117425
387,Bachelor,1,Luxor,NLP;TensorFlow;C++;HTML;Java,Deep Learning;Python;TensorFlow,Machine Learning Engineer,0.33,0,69493
388,Master,12,Luxor,Deep Learning;PyTorch;JavaScript,C++;JavaScript;HTML,Software Developer,0.33,0,124016
389,Bachelor,15,Luxor,Deep Learning;C++;HTML;NLP;SQL,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.33,0,137894
390,Bachelor,5,Luxor,JavaScript;TensorFlow;SQL;Java,C++;JavaScript;CSS,Software Developer,0.33,0,84551
391,Master,6,Alexandria,HTML;Python;C++;NLP,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.0,0,106813
392,Bachelor,1,Giza,PyTorch;C++;Python,Machine Learning;NLP;Python,AI Engineer,0.33,0,70349
393,Bachelor,10,Port Said,Deep Learning;CSS;TensorFlow;Machine Learning;PyTorch,Deep Learning;Python;SQL,Data Scientist,0.33,0,110636
394,Master,6,Luxor,Machine Learning;Deep Learning;TensorFlow;CSS,TensorFlow;Python;Machine Learning,Machine Learning Engineer,0.67,1,109626
395,Master,14,Alexandria,TensorFlow;Deep Learning;NLP;JavaScript,Python;SQL;Deep Learning,Data Scientist,0.33,0,143261
396,Bachelor,10,Port Said,JavaScript;TensorFlow;NLP;Machine Learning;HTML,Python;JavaScript;CSS,Software Developer,0.33,0,100402
397,Bachelor,5,Cairo,PyTorch;SQL;Machine Learning;Java,Deep Learning;NLP;Python,AI Engineer,0.0,0,98105
398,Bachelor,15,Luxor,Python;NLP;CSS,Python;Machine Learning;Deep Learning,Data Scientist,0.33,0,135820
399,Bachelor,12,Port Said,SQL;Machine Learning;HTML;C++,TensorFlow;Deep Learning;Python,AI Engineer,0.0,0,134275
400,Bachelor,11,Port Said,HTML;CSS;Machine Learning;TensorFlow;PyTorch;Java,TensorFlow;PyTorch;NLP,AI Engineer,0.67,1,123408
401,Master,13,Luxor,Deep Learning;HTML;CSS;SQL;Java,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.33,0,140799
402,Bachelor,9,Cairo,CSS;C++;Deep Learning,CSS;JavaScript;Java,Software Developer,0.33,0,102730
403,Master,15,Giza,Python;NLP;Machine Learning;SQL;PyTorch,C++;CSS;JavaScript,Software Developer,0.0,0,142610
404,Bachelor,5,Giza,SQL;Machine Learning;Java;NLP;PyTorch;TensorFlow,HTML;JavaScript;Python,Software Developer,0.0,0,80919
405,Bachelor,2,Alexandria,Machine Learning;Java;HTML;JavaScript,Python;JavaScript;CSS,Software Developer,0.33,0,66893
406,Bachelor,0,Alexandria,CSS;Python;C++,Machine Learning;NLP;Python,Data Scientist,0.33,0,63259
407,Master,0,Alexandria,C++;Python;HTML,Machine Learning;NLP;PyTorch,AI Engineer,0.0,0,79627
408,Master,15,Port Said,PyTorch;Python;Deep Learning;Java;C++;TensorFlow,CSS;Java;Python,Software Developer,0.67,1,138926
409,Bachelor,8,Giza,Java;SQL;NLP,Machine Learning;Python;TensorFlow,Machine Learning Engineer,0.0,0,107143
410,Bachelor,3,Luxor,HTML;NLP;Machine Learning;Deep Learning,PyTorch;Python;TensorFlow,AI Engineer,0.0,0,88347
411,Bachelor,9,Alexandria,Python;TensorFlow;SQL;Java;JavaScript,Deep Learning;Python;TensorFlow,Machine Learning Engineer,0.67,1,109994
412,Master,3,Giza,Python;PyTorch;JavaScript;HTML,Machine Learning;Python;Deep Learning,AI Engineer,0.33,0,97783
413,Bachelor,2,Luxor,TensorFlow;Python;PyTorch;Deep Learning;C++,SQL;Deep Learning;Python,Data Scientist,0.67,0,69001
414,Bachelor,11,Giza,Python;NLP;Deep Learning;C++,Java;CSS;JavaScript,Software Developer,0.0,0,107247
415,Bachelor,15,Alexandria,CSS;Deep Learning;TensorFlow;HTML,JavaScript;Python;C++,Software Developer,0.0,0,129904
416,Bachelor,4,Giza,Machine Learning;CSS;Deep Learning;HTML;Python,Machine Learning;Python;Deep Learning,Machine Learning Engineer,1.0,1,80620
417,Master,7,Port Said,TensorFlow;CSS;NLP,TensorFlow;NLP;Deep Learning,AI Engineer,0.67,1,117900
418,Master,10,Giza,Java;PyTorch;CSS;TensorFlow;Python,Deep Learning;Python;PyTorch,AI Engineer,0.67,1,132124
419,Bachelor,6,Cairo,JavaScript;TensorFlow;NLP,PyTorch;Deep Learning;Python,Machine Learning Engineer,0.0,0,99599
420,Bachelor,2,Cairo,TensorFlow;HTML;Java;PyTorch,Machine Learning;Deep Learning;SQL,Data Scientist,0.0,0,74303
421,Master,1,Luxor,CSS;Python;Java;Machine Learning;JavaScript,TensorFlow;Python;PyTorch,AI Engineer,0.33,0,84211
422,Master,12,Alexandria,CSS;TensorFlow;SQL;C++,Python;Deep Learning;TensorFlow,Machine Learning Engineer,0.33,0,131713
423,Bachelor,13,Cairo,C++;CSS;NLP;TensorFlow,Python;C++;CSS,Software Developer,0.67,1,118531
424,PhD,10,Luxor,Deep Learning;NLP;TensorFlow;PyTorch;SQL,NLP;TensorFlow;Machine Learning,AI Engineer,0.67,1,142097
425,Bachelor,14,Giza,Python;PyTorch;Machine Learning;TensorFlow;C++;HTML,Machine Learning;SQL;Python,Data Scientist,0.67,1,131806
426,Master,0,Port Said,Java;Python;HTML;Deep Learning,Deep Learning;Machine Learning;TensorFlow,AI Engineer,0.33,0,83423
427,Master,7,Alexandria,Machine Learning;Java;JavaScript;NLP;SQL,Machine Learning;Deep Learning;Python,Data Scientist,0.33,0,108995
428,Bachelor,3,Luxor,Python;JavaScript;NLP;Java;PyTorch,HTML;CSS;JavaScript,Software Developer,0.33,0,67084
429,PhD,3,Alexandria,TensorFlow;PyTorch;NLP,Machine Learning;Python;SQL,Data Scientist,0.0,0,90996
430,Bachelor,4,Port Said,C++;Python;NLP;HTML,SQL;Deep Learning;NLP,Data Scientist,0.33,0,77157
431,Master,4,Alexandria,Java;HTML;JavaScript;Python;NLP,Java;CSS;JavaScript,Software Developer,0.67,1,82371
432,Master,4,Alexandria,CSS;SQL;HTML;NLP;TensorFlow;Machine Learning,Deep Learning;Python;Machine Learning,AI Engineer,0.33,0,96561
433,Master,10,Luxor,Java;TensorFlow;NLP,Deep Learning;PyTorch;Python,Machine Learning Engineer,0.0,0,128902
434,Bachelor,0,Port Said,Deep Learning;JavaScript;HTML;C++,Python;Machine Learning;PyTorch,Machine Learning Engineer,0.0,0,69546
435,Master,4,Cairo,PyTorch;Python;SQL,Machine Learning;Python;PyTorch,AI Engineer,0.67,1,96224
436,Master,3,Port Said,HTML;Python;Deep Learning;SQL;CSS;Java,JavaScript;CSS;C++,Software Developer,0.33,0,76221
437,Master,0,Giza,Machine Learning;C++;Python,C++;JavaScript;HTML,Software Developer,0.33,0,64401
438,Bachelor,0,Cairo,TensorFlow;Machine Learning;Deep Learning;Java;Python;C++,Machine Learning;TensorFlow;Deep Learning,Machine Learning Engineer,1.0,0,64162
439,PhD,3,Port Said,JavaScript;CSS;Java;C++;SQL;Machine Learning,PyTorch;Python;TensorFlow,Machine Learning Engineer,0.0,0,104889
440,Bachelor,9,Port Said,NLP;C++;Python;Deep Learning;CSS;TensorFlow,C++;JavaScript;HTML,Software Developer,0.33,0,101939
441,Master,8,Giza,CSS;Machine Learning;SQL,Machine Learning;NLP;Deep Learning,AI Engineer,0.33,0,118923
442,Bachelor,12,Luxor,NLP;SQL;JavaScript;C++,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.0,0,125080
443,Bachelor,6,Alexandria,C++;Machine Learning;CSS;PyTorch,Machine Learning;PyTorch;TensorFlow,Machine Learning Engineer,0.67,1,90314
444,Bachelor,3,Alexandria,C++;Python;Deep Learning;NLP;CSS,CSS;HTML;C++,Software Developer,0.67,1,69828
445,Master,3,Alexandria,Python;JavaScript;TensorFlow;Machine Learning,TensorFlow;Deep Learning;PyTorch,AI Engineer,0.33,0,95723
446,Master,11,Cairo,C++;CSS;JavaScript;HTML;Deep Learning;Java,TensorFlow;PyTorch;Python,Machine Learning Engineer,0.0,0,133065
447,Bachelor,7,Cairo,Python;Machine Learning;NLP;SQL;CSS;JavaScript,Python;Deep Learning;NLP,AI Engineer,0.67,1,108949
448,Master,15,Port Said,SQL;NLP;TensorFlow;Python;JavaScript;Deep Learning,CSS;JavaScript;Java,Software Developer,0.33,0,137409
449,Bachelor,14,Giza,SQL;CSS;TensorFlow,Python;TensorFlow;Deep Learning,Machine Learning Engineer,0.33,0,134769
450,Master,1,Alexandria,HTML;NLP;Machine Learning;JavaScript;PyTorch,NLP;Machine Learning;Python,AI Engineer,0.67,0,89861
451,Master,4,Giza,Java;CSS;PyTorch;C++;TensorFlow;SQL,Deep Learning;TensorFlow;Python,Machine Learning Engineer,0.33,0,98675
452,Bachelor,6,Giza,Machine Learning;Deep Learning;C++,Python;NLP;Machine Learning,Data Scientist,0.33,0,89711
453,Bachelor,11,Cairo,PyTorch;CSS;JavaScript;C++;NLP;Machine Learning,Python;Machine Learning;TensorFlow,Machine Learning Engineer,0.33,0,123900
454,Bachelor,4,Alexandria,C++;Python;NLP;Machine Learning,Python;CSS;HTML,Software Developer,0.33,0,78384
455,Master,3,Alexandria,Python;JavaScript;Machine Learning;PyTorch,TensorFlow;PyTorch;Deep Learning,Machine Learning Engineer,0.33,0,90999
456,Master,15,Alexandria,JavaScript;TensorFlow;HTML;PyTorch,TensorFlow;Python;Deep Learning,Machine Learning Engineer,0.33,0,148595
457,Master,7,Luxor,JavaScript;TensorFlow;CSS;SQL;Python,Deep Learning;Python;Machine Learning,AI Engineer,0.33,0,110213
458,Bachelor,1,Luxor,Deep Learning;Java;Python;TensorFlow;NLP,Deep Learning;Machine Learning;PyTorch,AI Engineer,0.33,0,79724
459,PhD,11,Cairo,Machine Learning;Deep Learning;TensorFlow,Python;TensorFlow;Deep Learning,Machine Learning Engineer,0.67,1,141728
460,Bachelor,15,Alexandria,PyTorch;Machine Learning;Deep Learning,PyTorch;Machine Learning;Deep Learning,Machine Learning Engineer,1.0,1,136767
461,Bachelor,1,Cairo,HTML;JavaScript;Machine Learning,PyTorch;Deep Learning;Machine Learning,Machine Learning Engineer,0.33,0,66419
462,Bachelor,11,Alexandria,CSS;TensorFlow;HTML;JavaScript;C++;Machine Learning,PyTorch;Machine Learning;Deep Learning,AI Engineer,0.33,0,128409
463,Bachelor,0,Giza,PyTorch;SQL;JavaScript,TensorFlow;Python;Machine Learning,Machine Learning Engineer,0.0,0,63289
464,Bachelor,6,Cairo,PyTorch;Machine Learning;TensorFlow;Java,HTML;JavaScript;Python,Software Developer,0.0,0,84108
465,Master,3,Port Said,NLP;JavaScript;TensorFlow;Python;C++,Machine Learning;PyTorch;NLP,AI Engineer,0.33,0,90561
466,PhD,1,Alexandria,C++;TensorFlow;HTML;CSS;Deep Learning;SQL,Python;Deep Learning;TensorFlow,Machine Learning Engineer,0.67,0,92249
467,Master,10,Luxor,SQL;JavaScript;Deep Learning,Java;C++;HTML,Software Developer,0.0,0,114658
468,Master,10,Giza,JavaScript;PyTorch;NLP;C++,Machine Learning;NLP;Deep Learning,Data Scientist,0.33,0,119233
469,Bachelor,13,Cairo,SQL;Deep Learning;HTML;Machine Learning;PyTorch;CSS,C++;Java;HTML,Software Developer,0.33,0,123228
470,Master,6,Cairo,CSS;Python;HTML;PyTorch;C++;Java,CSS;JavaScript;HTML,Software Developer,0.67,1,92341
471,Master,4,Cairo,SQL;Python;HTML;NLP,Python;Machine Learning;NLP,Data Scientist,0.67,1,93187
472,Master,2,Port Said,Python;Java;CSS;Machine Learning;PyTorch;JavaScript,Python;C++;HTML,Software Developer,0.33,0,72191
473,Bachelor,9,Port Said,HTML;TensorFlow;Java;Machine Learning;C++,Machine Learning;Python;TensorFlow,AI Engineer,0.67,1,116698
474,PhD,3,Alexandria,CSS;Deep Learning;Machine Learning;C++;JavaScript,Deep Learning;Python;Machine Learning,AI Engineer,0.67,1,104460
475,Master,10,Luxor,Python;C++;PyTorch;HTML;JavaScript;CSS,Python;PyTorch;Machine Learning,Machine Learning Engineer,0.67,1,128704
476,Bachelor,14,Luxor,Machine Learning;Deep Learning;SQL;CSS;Java,PyTorch;Machine Learning;Python,Machine Learning Engineer,0.33,0,138571
477,Master,14,Cairo,Machine Learning;TensorFlow;HTML;JavaScript;SQL;Java,TensorFlow;Machine Learning;PyTorch,AI Engineer,0.67,1,152574
478,Bachelor,10,Port Said,HTML;Python;Java;PyTorch;JavaScript;C++,TensorFlow;Machine Learning;PyTorch,Machine Learning Engineer,0.33,0,115265
479,Master,4,Luxor,NLP;Java;Deep Learning,Machine Learning;Deep Learning;SQL,Data Scientist,0.33,0,90725
480,Bachelor,7,Luxor,CSS;C++;HTML;NLP,Machine Learning;SQL;NLP,Data Scientist,0.33,0,97969
481,Bachelor,13,Luxor,CSS;SQL;C++;Java;HTML,NLP;Deep Learning;SQL,Data Scientist,0.33,0,126134
482,Bachelor,14,Alexandria,NLP;Java;JavaScript;TensorFlow;PyTorch,CSS;Java;JavaScript,Software Developer,0.67,1,128657
483,Bachelor,4,Luxor,C++;TensorFlow;PyTorch,PyTorch;Deep Learning;Machine Learning,Machine Learning Engineer,0.33,0,85100
484,Master,14,Alexandria,TensorFlow;Deep Learning;Machine Learning;JavaScript,Deep Learning;Python;PyTorch,Machine Learning Engineer,0.33,0,144362
485,Bachelor,12,Alexandria,Python;Deep Learning;CSS;PyTorch;JavaScript,Java;HTML;Python,Software Developer,0.33,0,112270
486,Bachelor,12,Port Said,NLP;PyTorch;TensorFlow;CSS;SQL;Deep Learning,NLP;Deep Learning;TensorFlow,AI Engineer,1.0,1,128623
487,Bachelor,11,Giza,Machine Learning;TensorFlow;C++;JavaScript,Python;NLP;Deep Learning,Data Scientist,0.0,0,117567
488,Master,15,Giza,Java;C++;NLP;HTML,PyTorch;Machine Learning;TensorFlow,Machine Learning Engineer,0.0,0,153842
489,Bachelor,14,Giza,SQL;C++;NLP;Python;HTML,PyTorch;TensorFlow;Machine Learning,AI Engineer,0.0,0,144126
490,Bachelor,11,Cairo,JavaScript;HTML;Deep Learning,NLP;Deep Learning;Machine Learning,Data Scientist,0.33,0,117870
491,Bachelor,8,Giza,CSS;JavaScript;Java,NLP;Python;Machine Learning,AI Engineer,0.0,0,114835
492,Master,10,Luxor,HTML;PyTorch;CSS,PyTorch;Deep Learning;Machine Learning,Machine Learning Engineer,0.33,0,126406
493,Bachelor,9,Port Said,Python;JavaScript;Machine Learning;TensorFlow,Deep Learning;SQL;Machine Learning,Data Scientist,0.33,0,100515
494,Bachelor,9,Luxor,Machine Learning;HTML;Java,TensorFlow;Python;Machine Learning,AI Engineer,0.33,0,117826
495,Bachelor,8,Port Said,Python;Java;JavaScript;C++;CSS,Deep Learning;Machine Learning;TensorFlow,Machine Learning Engineer,0.0,0,104756
496,Master,7,Giza,CSS;Python;Deep Learning;Java,TensorFlow;Deep Learning;NLP,AI Engineer,0.33,0,111755
497,Master,13,Giza,TensorFlow;HTML;C++;SQL,Java;HTML;Python,Software Developer,0.33,0,134618
498,Bachelor,14,Giza,Machine Learning;HTML;CSS;SQL;NLP;Deep Learning,TensorFlow;Deep Learning;Python,Machine Learning Engineer,0.33,0,136085
499,Bachelor,13,Cairo,HTML;NLP;Deep Learning;CSS;Python,NLP;Machine Learning;SQL,Data Scientist,0.33,0,120495
500,Master,8,Port Said,Machine Learning;Java;PyTorch;NLP;HTML,PyTorch;TensorFlow;Deep Learning,AI Engineer,0.33,0,120274
